종목코드,종목명,종가,RIM비교,만능비교,RIM80,RIM90,RIM100,만능80,만능90,만능100,기관평균,배당성향_당기,배당성향_1Y,배당성향_2Y,배당성향_3Y,배당수익률_당기,배당수익률_1Y,배당수익률_2Y,배당수익률_3Y,매출액증가율_1Y,매출액증가율_2Y,매출액증가율_3Y,매출액증가율_4Y,매출액증가율_5Y,영업이익증가율_1Y,영업이익증가율_2Y,영업이익증가율_3Y,영업이익증가율_4Y,영업이익증가율_5Y,ROE_당기,ROE_4Q,ROE_1Y,ROE_2Y,ROE_3Y,ROE_4Y,ROE_5Y,ROA_당기,ROA_1Y,ROA_2Y,ROA_3Y,ROA_4Y,ROA_5Y,매출_당기,매출_4Q,매출_1Y,매출_2Y,매출_3Y,매출_4Y,매출_5Y,순이익_당기,순이익_4Q,순이익_1Y,순이익_2Y,순이익_3Y,순이익_5Y,순차입금비율_1Y,순차입금비율_2Y,순차입금비율_3Y,이자보상배율_1Y,이자보상배율_2Y,이자보상배율_3Y,잉여현금흐름_1Y,잉여현금흐름_2Y,잉여현금흐름_3Y,총현금흐름_1Y,총현금흐름_2Y,총현금흐름_3Y,총투자_1Y,총투자_2Y,총투자_3Y,영업현금_1Y,영업현금_2Y,영업현금_3Y,투자현금_1Y,투자현금_2Y,투자현금_3Y,재무현금_1Y,재무현금_2Y,재무현금_3Y,기말현금및현금성자산_1Y,기말현금및현금성자산_2Y,기말현금및현금성자산_3Y,현금및현금성자산의증가_1Y,현금및현금성자산의증가_2Y,현금및현금성자산의증가_3Y,거래량_10D평균,주가증감_1D,주가증감_5D,주가증감_10D,주가증감_30D,개인매매_최근,개인매매_5D합,개인매매_10D합,개인매매_30D합,기관매매_최근,기관매매_5D합,기관매매_10D합,기관매매_30D합,외국인매_최근,외국인매매_5D합,외국인매매_10D합,외국인매매_30D합,외국인보유율_최근,외국인보유율증감_5D,외국인보유율증감_10D,외국인보유율증감_30D,소속,업종,핵심요약,설명1,설명2
348950,제이알글로벌리츠,5240,고가,,4142,3681,2964,,,,,,,,,,,,,,,,,,,,,,,,,2.61,-0.05,,,,,1.41,-0.05,,,,,,424,0,0,,,,,151,-1,0,,107.3,-100.0,,4.2,,,-916,-1,0,336,-1,0,1252,0,0,114,0,0,-7653,,,4772,3374,3,604,3376,3,-2772,3373,3,529833.6,0.38,0.0,0.96,0.77,50878,331574,430008,408396,-115568,-504792,-718366,-603312,46447,98366,108887,-105771,2.7,0.02,0.12,-0.07,코스피 서비스업,FICS  부동산,,관련 데이터가 없습니다.,관련 데이터가 없습니다.
347140,케이프이에스제4호,2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,-50,,,59,,,8,,,8,,,1370.2333333333333,0.49,0.49,0.49,0.24,-290,5233,4663,8652,290,-1690,-1100,-5462,0,1,1,-72,0.0,0.0,0.0,0.0,코스닥 금융,FICS  창업투자 및 종금,,관련 데이터가 없습니다.,관련 데이터가 없습니다.
208340,파멥신,19400,,,,,,,,,,,,,,,,,,,-100.0,-99.1,-73.4,-48.2,,,,,,,,-54.06,-15.25,-20.6,-183.03,-71.96,-18.72,-20.81,-8.79,-18.05,-87.63,-50.55,,,1,0,0,2,8,,,-307,-102,-70,-36,,,,,,,-283,-110,-59,-237,-84,-66,46,26,-7,-208,-72,-59,142,-742,-334,-9,971,677,377,462,305,-85,157,285,126797.56666666667,-1.02,-2.02,1.04,-4.2,22868,59319,86902,124126,-5,69,-4724,-213,-22893,-58814,-79134,-107986,3.44,-0.52,-0.51,-0.76,코스닥 제조,FICS  바이오,기술이전 협상 진행,"2008년 설립된 연구중심의 항체치료제 개발 기업으로, 2018년에 코스닥시장에 기술특례로 상장함. 바이오신약을 연구개발하고 기술이전 등을 통해 수익 창출을 목표로 함. 완전인간 비면역 scFv 파아지 라이브러리를 이용한 완전인간 항체 개발기술, 차세대 이중표적항체 제조 원천기술 등의 핵심기술을 보유함. 주요 파이프라인은 종양 신생혈관치료제, 비종양 혈관질환 치료제, 면역항암제 등 다양한 항체치료제가 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 0% 증가, 영업손실은 155.6% 증가, 당기순손실은 117.9% 증가. 다양한 글로벌 제약사들을 대상으로 기술이전 관련 다각적 노력을 하고 있으며, 서로가 만족하는 조건이 도출되면 그에 따른 기술이전에 따른 매출액도 가시화될 것임. 올린베시맙과 키트루다의 삼중음성 유방암 대상 병용임상이 2상으로 진행되며 PMC-309, 402, 403 등 추가적인 물질들의 임상 진입을 준비 중."
050320,아래스,990,고가,고가,116,109,96,24,26,29,,,,,,,,,,5564.8,-87.0,-92.2,-3.5,-20.7,,,,,,,,4.9,-53.79,-59.84,-200.24,-523.36,,2.65,-38.45,-29.82,-78.19,-211.89,,,69,1,66,120,124,,,2,-28,-25,-200,18.6,,,0.3,,,-39,-24,-41,5,-9,-2,44,15,39,-6,-35,-47,59,36,-36,-36,5,68,25,9,2,16,7,-15,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.0,0.0,0.0,코스닥 IT S/W & SVC,FICS  IT 서비스,영업손실 대폭 감소,"동사는 전산기기 판매 및 시스템통합 사업등을 영위할 목적으로 1995년 8월 9일에 설립되었으며, 2002년 1월 15일자로 코스닥 시장에 주권이 상장되었음. 동사는 2020년 06월 23일 반도체 회사를 합병으로  지속가능한 미래부가가치 사업으로 회자되는 반도체 사업 분야의 진출로 회사의 중점사업 전환을 기함. 주요 사업으로는 볼밸브, 펌프, 산업용 X-Ray 등 전기전자부품 제조 및 도매업이 있음.","2020년 9월 전년동기 대비 별도기준 매출액은 38.8% 감소, 영업손실은 81.6% 감소, 당기순이익 흑자전환. 동사는 전기까지 시스템 구축, 유지보수 서비스, 솔루션제공 등 크게 3가지 영역에서기업 및 기관에 필요한 다양한 IT전산 관련 제품 및 서비스를 제공하는 사업을 진행하였으나 전기말 이후 사실상 동 사업을 중단하였음. 동사는 기존에 상장폐지사유가 발생했었으나, 2021년 4월 12일까지개선기간을 부여받음."
314130,지놈앤컴퍼니,52000,,,,,,,,,,,,,,,,,,228.5,999.9,,,,,,,,,,,-84.89,,-80.66,-65.36,,,-39.96,-353.07,-74.39,-63.07,,,,2,0,0,0,0,,,-307,-847,-58,-9,,,,,,,-339,-123,-57,-216,-125,-57,123,-1,0,-153,-93,-51,-73,-53,-55,986,302,150,979,219,63,760,156,44,151119.73333333334,1.96,-6.81,-4.24,-12.75,-7096,67137,74197,298115,1256,-5299,-22506,-113782,5642,-63740,-48865,-101555,0.27,-0.47,-0.47,-0.76,코스닥 제조,FICS  제약,파이프라인 강화로 경쟁력 상승 기대,기존 면역항암제에 효과 없는 환자를 대상으로 마이크로바이옴 및 신규타겟 기반 First-in-Class 면역항암제 개발 중. Bed-to-Bench 전략을 토대로 신약 발굴 플랫폼(‘GNOCLE TM’)을 구축하였으며 이를 기반으로 First-in-Class 면역항암제 뿐만 아니라 마이크로바이옴 뇌질환/피부질환 치료제 또한 개발 중. 밸류체인 및 사업화 영역 확장을 통한 완전통합형 제약바이오 기업 구축을 목표.,"2019년 12월 전년동기 대비 연결기준 매출액은 1050% 증가, 영업손실은 123.9% 증가, 당기순손실은 179.5% 증가. 2020년 4월 항암 마이크로바이옴으로 미국 FDA의 임상시험계획(IND) 승인 후 머크·화이자의 면역항암제 아벨루맙(제품명 바벤시오)과 암환자 대상 병용 임상 시험을 진행 중. 2020년 8월 미국의 바이오테크인 싸이오토 바이오사이언스에 지분 투자를 진행하여 뇌질환 치료제 파이프라인이 추가됨."
338220,뷰노,24000,,,,,,,,,,,,,,,,,,675.6,96.8,,,,,,,,,,,-1250.52,-72.13,,,,,-130.38,-59.35,,,,,,13,2,1,2,,,,-111,-59,-58,,,,,,,,-97,-65,,-90,-56,-25,7,9,,-78,-49,-17,-42,68,-80,97,-2,116,17,40,23,-23,17,18,1037068.25,0.0,-13.2,-11.76,-25.35,10520,66347,-14636,-47584,-9347,-72312,-5092,83299,-1977,2069,16719,37101,1.77,-0.03,0.15,0.34,코스닥 IT S/W & SVC,FICS  의료 장비 및 서비스,의료용 인공지능 진단 솔루션 개발,"동사는 딥러닝 기술을 기반으로 의료 현장에서 의료영상·생체신호 등에 근거한 의료진의 진단행위를 보조하여 정확도를 제고하고, 진단시간을 단축시키거나 새로운 진단 및 예측 기술·솔루션을 개발하는 사업을 영위하고 있음. 동사의 제품은 의료영상 영역, 병리 영역, 생체신호 영역, 의료음성 영역 등 크게 4가지 영역으로 구분됨. 2020년 9월 기준 매출구성은 영상 59.03%, 음성 32.76% 등으로 이루어짐.","2020년 9월 전년동기 대비 별도기준 매출액은 1441.7% 증가, 영업손실은 79.6% 증가, 당기순손실은 89.9% 증가. 의료영상 분야에서는 총 7개의 제품이 국내 및 유럽 인허가와 일본(일부) 인허가를 득하였음. Pay-per-Use 방식의 새로운 사업 모델을 구축하고 있으며, VUNO Med-BoneAge 제품의 경우 90%의 고객이 클라우드 기반의 월과금 방식을 이용하고 있음."
322510,제이엘케이,9140,,,,,,,,,,,,,,,,,,1856.1,-36.8,331.6,,-75.8,,,,,,,,-22.81,-50.21,,,-82.97,,-17.92,-44.24,-85.55,,-18.52,,,45,2,4,1,6,,,-76,-106,-63,-25,,,,,,,-193,-105,-43,-67,-100,-43,126,5,0,-41,-64,-38,-108,-164,-34,117,355,82,128,160,33,-32,127,9,138007.56666666668,0.0,-2.14,-3.59,-8.23,82,25311,55325,156377,-8,-13467,-45092,-98829,3031,-7070,-6118,-44146,1.55,-0.04,-0.07,-0.26,코스닥 IT S/W & SVC,FICS  의료 장비 및 서비스,해외 파트너사 발굴 노력,"동사는 2014년 2월 설립된 인공지능 전문 기업으로, AI 의료 플랫폼, 원격 헬스케어 플랫폼, 토털 데이터 매니지먼트 플랫폼 사업을 영위. AI 원천 알고리즘 기술 기반으로 AI 의료분야 최초 코스닥 상장, AI 의료기기 국내 최초 식약처 3등급 허가 획득, 37개 인공지능 의료 분석 솔루션 및 AI 자동화 기술 보유. 글로벌 시장에서 기술력과 가능성을 인정받고 있으며, AI신약개발 및 유전체 분석 등 신규 사업영역 확장.","2020년 9월 전년동기 대비 연결기준 매출액은 282.8% 증가, 영업손실은 2.1% 증가, 당기순손실은 0.4% 증가. 전 세계에서 가장 큰 영상 의료 전시회인 북미영상의학회 전시회(RSNA)를 비롯하여 전 세계 각국의 많은 전시회에 참여하여 신규 바이어 발굴에 매진. 해외 파트너사를 지속적으로 발굴하고 유럽, 미국, 중동 북아프리카(MENA) 등 세계 각국의 시장 진출하여 글로벌 기술 개발 및 사업화 역량을 키워나갈 예정."
291650,압타머사이언스,21950,,,,,,,,,,,,,,,,,,-43.9,47.4,65.9,,,,,,,,,,-18.25,,,,,,-16.99,-39.9,-102.15,,,,,2,4,3,2,1,,,-38,-39,-73,-14,,,,,,,-41,-30,-35,-36,-30,-32,5,0,3,-34,-25,-21,-311,-2,11,320,0,98,47,72,98,-25,-26,87,135236.46666666667,0.23,-9.11,-4.98,-15.9,-6974,-14321,-17175,-7779,0,0,-49,-9017,6974,13843,14499,24487,0.34,0.2,0.11,0.29,코스닥 기타서비스,FICS  바이오,압타머 분야의 글로벌 선도기업,"동사는 2011년 4월에 포항공대에서 spin-off 한 연구개발 기반 바이오기업으로 압타머 분야의 글로벌 선도기업임. AlloMAp과 BiFAp 2개의 플랫폼을 기반으로 당뇨 등 대사질환과 암질환 분야에서 first-in-class 신약을 개발, 글로벌 제약사에게 라이센싱하거나 regional player와 공동개발하여 수익 창출. 매출구성은 압타머합성서비스 60%, 압타머발굴서비스 26%, 폐암 조기진단제품 14%로 이루어짐.","2020년 9월 전년동기 대비 별도기준 매출액은 54.9% 감소, 영업손실은 22.2% 증가, 당기순손실은 0.8% 감소. 최초로 개발된 폐암 체외진단키트는 국내 및 해외에서 제품 출시를 준비하고 있으며, 췌장암 등 여러 후속 파이프라인 진단제품 개발도 진행 중. 2016년부터는 사업영역을 신약개발까지 확장하였고, 당뇨 및 간암치료제 2종 신약에 대한전임상 개발을 현재 진행 중."
298060,에스씨엠생명과학,34650,,,,,,,,,,,,,,,,,,89.9,485.9,-3.0,145.4,-10.5,,,,,,,,-24.1,,,,,,-16.42,-100.25,-159.43,-19.62,-48.17,,,3,2,0,0,0,,,-96,-426,-401,-40,,,,,,,-122,-220,-88,-149,-110,-82,-27,110,5,-109,-84,-66,-237,-103,-289,302,117,442,1,44,114,-44,-70,87,125433.9,4.37,-3.48,-2.26,-3.88,-18660,-21160,-85640,-205478,1555,-467,20990,-12905,16920,20153,61028,206419,8.12,0.17,0.11,1.63,코스닥 제조,FICS  개인생활용품,우수한 기술력으로 매출성장기대,"동사는 성체줄기세포치료제 개발 주요 사업으로 하며, 신규 후보물질 발굴, 조직공학을 통한 신기술 접목 그리고 면역항암제 개발까지 새로운 사업영역으로 확대함. 희귀·난치성 질환에 대한 줄기세포치료제 5품목을 주요 파이프라인으로 구축하고 있음. 동사는 급성 췌장염, 중등증-중증 아토피피부염, 급성 호흡곤란 증후군, 간경변 등의 질환들에 대한 줄기세포치료제를 개발함.","2020년 9월 전년동기 대비 별도기준 매출액은 195.9% 증가, 영업손실은 6.6% 증가, 당기순손실은 60.6% 감소. 단일 세포유래 중간엽줄기세포주를 이용하여 줄기세포가 분비하는 펩타중 발모효능을 나타내는 유효 단백질물질 2가지 단백질(CXCL1, TYMP)을 발굴. 동남아 4개국 말레이시아, 싱가포르, 브루나이, 필리핀에 대한 임상, 허가 및 독점적 판매권리를 부여하는 계약을 체결."
263050,유틸렉스,40550,,,,,,,,,,,,,,,,,,398.0,1.7,202.0,,,,,,,,,,-47.42,-24.42,-20.58,-24.92,-29.39,,-31.69,-21.27,-18.44,-21.31,-25.14,,,20,4,4,1,0,,,-288,-171,-132,-51,,,,,,,-284,-300,-160,-226,-164,-123,58,136,38,-178,-135,-102,-102,-181,-87,521,46,373,307,68,338,239,-270,184,214590.4,2.53,-1.1,-3.22,5.05,-10670,22486,46882,334705,1321,-3985,-4091,-32266,10264,-14452,-43582,-300295,30.56,-0.06,-0.33,-2.04,코스닥 제조,FICS  바이오,기술력을 바탕으로 매출액 상승,동사는 현재 유틸렉스 T 세포치료제의 임상과 CAR-T세포치료제 및 면역항암 항체치료제의 개발을 진행하고 있음. 또한 Immunology와 Oncology에 대한 오랜 연구를 바탕으로 보유하고 있는 파이프라인의 조기 상용화를 추진 중에 있음. T세포 체료제는 보유 파이프라인 중 NK/T 림프종 적응증으로 식약처에서 임상 2a상 승인을 2018년 9월에 받았으며 나머지 파이프라인은 임상 1상 또는 연구자 임상을 진행.,"2020년 9월 전년동기 대비 연결기준 매출액은 194.9% 증가, 영업손실은 29% 증가, 당기순손실은 55% 증가. 2020년 9월 분기보고서 기준, 기술료 수익으로 862백만원, 장비 임대 수익으로 13백만원의 매출액을 기록하였음. 2019년에는 AACR를 통해 유틸렉스 기술을 적극적으로 홍보하였으며, CDA를 맺어 동사가 보유한 파이프라인들의 개발 및 글로벌 진출에 매진."
226330,신테카바이오,15550,,,,,,,,,,,,,,,,,,32.1,61.0,559.0,,,,,,,,,,-96.19,,,,,,-76.49,51.28,,,,,,5,3,0,,,,,-230,37,-58,,,,,,,,-73,-52,-33,-60,-44,-26,12,8,7,-47,-33,-24,-114,-190,-95,15,391,121,27,172,4,-146,168,3,225458.63333333333,-2.81,-3.42,-4.31,-6.89,13117,-17293,76219,66594,-1616,-49,273,388,-11818,32240,-61191,-50446,0.0,0.0,0.0,0.0,코스닥 제조,FICS  의료 장비 및 서비스,약물의 라이프싸이클에서 기술력 선도,동사는 2009년 9월에 설립된 바이오 벤처회사로서 2014년 한국전자통신연구원(ETRI)의 '유전자 검사 전용 슈퍼컴퓨팅' 기술을 출자 받은 연구소 기업임. 신약개발에 AI를 활용하여 합성신약 후보물질 발굴 및 항암제 바이오 마커 발굴부터 유전체 정밀의료 서비스. 신약개발에 AI를 활용하여 합성신약 후보물질 발굴 및 항암제 바이오 마커 발굴부터 유전체 정밀의료 서비스.,"2020년 9월 전년동기 대비 별도기준 매출액은 21.3% 증가, 영업손실은 33.8% 증가, 당기순손실은 79.1% 감소. 2016년 카이노스메드와 파킨슨병치료제 공동연구 계약을 시작으로 CJ헬스케어와 신규활성 물질 발견 연구 계약, JW중외제약과 신약개발 협업계약 등을 맺고 치료제 연구로 사업을 확장. 약물의 전체 라이프싸이클에 걸쳐 신약개발 영역에서 4개, 진단영역에서 1개 등 총 5개의 기술사업을 영위하고 있음."
304840,피플바이오,41050,,,,,,,,,,,,,,,,,,-43.3,1645.1,,,,,,,,,,,-76.03,-98.6,-99.56,,,,-58.39,-73.56,-79.66,-130.55,,,,5,9,1,0,0,,,-44,-40,-35,-35,,,,,,,-42,-45,-34,-43,-38,-37,-1,7,-2,-35,-27,-24,-4,30,-43,100,-1,65,63,2,1,61,1,-2,550769.6333333333,-1.56,-3.86,-7.65,-1.79,1206,11788,20818,97177,-3,-6407,-6424,-43520,-1043,-5214,-10395,-27850,0.0,0.0,0.0,0.0,코스닥 제조,FICS  의료 장비 및 서비스,알츠하이머 진단 기술의 선두주자,"동사는 변형단백질질환(대표적으로 퇴행성 뇌질환)의 혈액진단제품을 개발 및 제조함. 동사의 주력 제품은 대표적인 퇴행성 뇌질환 중 하나인 알츠하이머병조기진단에 활용할 수 있는 혈액검사 제품이 있음. 국내의 경우 보건소, 건강검진센터(전체), 병의원 등 주요 의료기관 채널별 유통 및 영업을 담당할 수 있는 협력사(간납사, 수탁기관, 유통사 등)와 파트너링을 진행 중.","2020년 6월 전년동기 대비 별도기준 매출액은 27.6% 감소, 영업손실은 14.5% 감소, 당기순손실은 17.5% 감소. 제품 중 '올리고머화 베타-아밀로이드(OAβ) 검사' 항목이 2020년 반기 기준 순수 국내 매출액으로 285,760천원을 기록함. 원천기술인 MDS 기술을 보유하고 있으며 이를 활용하여 알츠하이머병 위험도를 평가하여 진단에 도움을 주는 체외진단용 의료기기를 개발."
217330,싸이토젠,59300,,,,,,,,,,,,,,,,,,-19.6,-34.8,495.3,-75.8,73.6,,,,,,,,-26.97,-20.72,-19.42,-100.62,-137.02,,-20.36,-19.5,-18.28,-48.79,-46.12,,,6,8,12,2,8,,,-49,-41,-26,-21,,,,,,,-55,-56,-40,-54,-35,-22,2,21,19,-45,-34,-28,-41,117,-191,96,-3,196,111,101,21,10,80,-23,32545.833333333332,0.51,-0.67,0.85,0.34,-9145,-29429,-35761,-113883,-2,567,596,3687,2447,3262,-3062,-626,0.89,0.09,-0.02,0.02,코스닥 기타서비스,FICS  의료 장비 및 서비스,CTC 기반 액체생검 기술 보유,"동사는 2010년에 설립된 순환종양세포(CTC) 기반 액체생검 전문 업체로, 2018년 코스닥시장에 기술특례 상장함. 액체생검은 암을 진단할때 조직생검 대비 안전성, 편의성, 검출력 등의 장점을 가진 방법이며, 바이오마커로 CTC, 엑소좀 등이 활용되는데 동사는 CTC 기반 플랫폼 기술을 보유함. CTC를 손상 없이 포획할 수 있는 고밀도 미세다공칩(HDM chip)을 개발하였고, 세계 최초로 상용화 수준의 CTC 배양에 성공함.","2020년 9월 전년동기 대비 별도기준 매출액은 49.5% 감소, 영업손실은 54.9% 증가, 당기순손실은 66.8% 증가. 노인인구 급증은 고령화에 따른 암 발병의 증가와 관련된 진단 및 예측, 치료에 대한 의료 수요도 증가하게 되며 CTC 기반 Liquid Biopsy 시장도 성장할 것으로 전망됨. CTC 기반 Liquid Biopsy 기술이 확대되면서 새로운 암진단 및 암케어를 위한 실수요자가 많이 발생될 것으로 예상됨."
246960,이노테라피,16500,,,,,,,,,,,,,,,,,,-13.9,35.3,152.7,101.6,637.3,,,,,,,,-21.75,-32.43,-40.82,-65.69,,,-17.56,-28.08,-33.48,-53.61,-10.27,,,6,7,5,2,1,,,-30,-40,-26,-8,,,,,,,-46,-39,-24,-29,-35,-23,18,4,2,-29,-33,-22,-43,-9,-71,19,96,93,6,59,4,-53,55,0,87737.1,-1.49,8.55,21.32,8.55,-2092,-6354,-21929,3876,-3,4987,11986,12029,1679,6554,15650,-6965,0.59,0.0,0.22,-0.14,코스닥 제조,FICS  의료 장비 및 서비스,여전한 적자구조,2010년에 설립된 바이오 벤처기업으로 세계 최초로 생체모방기술이 적용된 의료용 지혈제를 생산함. 자연계에 존재하는 홍합의 접착 원리가 카테콜아민 화학구조에서 기인한다는 화학적 원리를 바탕으로 함. 메디컬 실란트 시장에서 혈액단백질과 즉각 결합하는 지혈 플랫폼에 대해 임상개발 및 허가에 성공하고 추가 제품 개발로 확장하고 있으며 각종 천공 분야에서 체액이 새어나오는 것을 막는  밀폐 플랫폼을 개발 중임.,"2020년 9월 전년동기 대비 연결기준 매출액은 7.2% 감소, 영업손실은 10.3% 감소, 당기순손실은 6.9% 감소. 본격적으로 매출이 발생하지 못하는 가운데 인건비 등 판관비 등으로 영업손실 및 순손실을 보는 적자구조를 탈피하지 못하고 있음. 일본, 인도, 파키스탄, 브라질 등 해외 판매계약을 체결하여 현지허가를 진행 중으로, 현지 허가가 예상되는 2020년 하반기부터 해외판매가 본격화 될것으로 예상됨."
317690,퀀타매트릭스,16800,,,,,,,,,,,,,,,,,,108.2,855.2,82.6,,,,,,,,,,-33.82,,,,,,-30.94,-196.57,-68.22,,,,,17,8,1,0,,,,-147,-638,-155,,,,,,,,-154,-181,-116,-130,-131,-102,24,49,13,-132,-145,-81,-222,12,-165,420,141,266,95,29,21,66,8,20,200067.56666666668,1.2,-4.27,1.82,-17.44,-11554,-65432,63563,4737,14532,58363,32790,-2256,-4002,3161,-94754,1392,0.12,0.0,-0.53,0.01,코스닥 제조,FICS  의료 장비 및 서비스,진단의료기기에서 기술적인 경쟁력 확보,"동사는 혈액, 분뇨, 체액 등 인체 내부에서 채취된 대상물을 이용하는 체외진단의료기기를 국내외 상급종합병원 및 검사수탁기관을 대상으로 연구개발, 생산, 판매하는 사업을 영위함. 신속항균제감수성 검사시스템과 신속 전혈 균동정 시스템으로서 패혈증 솔루션을 제공. 고유의 분자면역 다중진단 검사 플랫폼과 노블 바이오 마커를 활용하여 질병의 조기진단과 예후예측의 맞춤의료를 사업화. 2020년 12월 9일 코스닥 시장에 신규상장함.","2020년 3분기 연결기준 매출액 15.6억원, 영업손실 106.5억원, 당기순손실 106.7억원을 기록함. 동사의 제품은 기존 항균제 감수성 검사에 소요되는 시간 대비 30-50시간(병원 업무일 기준, 2영업일)까지 줄이는 기술력을 보유함. 뇌내 베타아밀로이드 축적 여부를 확인하는데 도움을 주는 체외진단 의료기기를 사업화 중에 있으며, 2020년 7월 식약처 허가를 취득함."
293780,압타바이오,58700,,,,,,,,,,,,,,,,,,-66.5,-30.0,384.6,,,,,,,,,,-5.32,-13.48,,,,,-5.13,-12.89,-25.94,,,,,3,10,15,3,6,,,-39,-63,-41,-8,,,,,,,-59,-111,-25,-58,-71,-34,1,40,-8,-38,-60,-17,4,-445,-77,15,628,109,147,166,43,-19,123,15,278085.9,6.73,-6.68,3.16,10.13,-461,23258,-25690,102467,12496,-5666,15748,-107495,-12476,-17914,14311,9555,0.63,-0.01,0.02,0.08,코스닥 기타서비스,FICS  제약,독자적 기술력으로 매출성장 기대,동사는 2가지 독창적인 플랫폼 기술을 바탕으로 글로벌 시장에 도전할 수 있는 난치성 질환 'First-in-Class' 혁신 신약을 개발.  'NOX 저해제 발굴 플랫폼'을 기반으로 당뇨합병증 신약 파이프라인 6종과 세계 최초의 '압타머-약물 복합체 플랫폼' 기반으로 의학적 미충족수요가 높은 난치성 항암제 파이프라인 3종을 개발. 동사의 제품으로는 당뇨합병증 치료제인 당뇨병성신증 치료제 및 비 알코올성지방간 치료제등이 있음.,"2020년 9월 전년동기 대비 매출액은 58.8% 감소, 영업이익은 17.1% 증가, 당기순이익은 56.8% 증가하였음. Apta-DC 기술 기반이 되는 독창적인 압타머 개발은 2009년 회사 설립 직후부터 연구에 착수하여 2010년 세계 최초 신개념의 특허를 한국에 출원하게 하게함. Apta-16(혈액암 치료제)은 비임상단계의 신약개발 과정을 마무리하여 2020년 8월 임상 1상 IND 신청함."
321550,티움바이오,18200,,,,,,,,,,,,,,,,,,-5.8,-1.4,400.6,,,,,,,,,,-13.85,-11.7,-126.95,,,,-13.56,-11.55,-69.73,,,,,10,11,11,2,,,,-121,-71,-138,,,,,,,,-143,-74,-63,-123,-72,-47,21,2,16,-94,-45,-51,96,-642,-189,6,696,235,35,29,19,6,10,-4,157815.1,8.01,12.35,6.74,4.6,-107948,-120447,-136218,-55992,38775,43458,51200,78733,71803,73689,81390,-22366,0.47,0.28,0.34,-0.09,코스닥 기타서비스,FICS  제약,기술력을 바탕으로 핵심 신약 개발 중,"동사는 희귀/난치성 질환에 대한 치료제를 연구개발하는 기업이며 합성의약품 및 바이오의약품 양 분야의 신약 창출시스템을 보유하고 있음. 전임상 또는 초기 임상 단계에서의 기술이전을 통해 기술이전 계약금 및 개발단계 별 마일스톤을 수령하고 향후 제품 판매를 통해 로열티를 수령하는 사업모델을 영위. 동사는 저분자 합성 신약 창출 시스템, 바이오신약 창출 시스템, NCE401프로그램 역량을 보유중임.","2020년 9월 전년동기 대비 연결기준, 영업손실은 81% 증가, 당기순손실은 83.9% 증가. 동사의 핵심연구진이 SK케미칼에서 개발했던 혈우병 치료제가 미국 FDA, 유럽 EMA, 일본 후생성에서 허가를 득함에 따라 국내 개발 바이오신약으로서 최초로 허가를 득한 성공 이력을 보유. 신규 면역 항암 치료제 개발 및 신규 혈우병 치료제 개발의 연구과제를 수행 중임."
228760,지노믹트리,13000,,,,,,,,,,,,,,,,,,339.9,-27.2,-14.7,-17.3,-47.7,,,,,,,,-11.55,-16.99,-25.64,-35.83,-132.57,,-10.12,-16.08,-20.42,-26.6,-33.69,,,12,3,4,5,5,,,-118,-102,-25,-21,,,,,,,-132,-124,-49,-115,-98,-24,17,25,25,-102,-88,-21,143,-595,-2,130,1038,58,566,429,74,137,355,35,111735.03333333334,4.42,10.64,5.69,-0.76,-11760,86380,103037,105505,237,-28547,-24612,-14363,13830,-55519,-75802,-82195,0.8,0.01,-0.37,-0.41,코스닥 제조,FICS  의료 장비 및 서비스,매출액 손익분기점 미달로 적자 지속,"동사는 2000년 10월 6일에 설립되었으며 2016년 7월에 코넥스 시장에 상장되었고, 2019년 3월 코스닥으로 이전 상장함. 주력 사업은 신규 바이오마커를 발굴, 검증, 임상적 유효성 검증, 인허가 등으로 암 종에 대한 체외 조기진단 제품을 출시 및 이용한 분자진단 서비스를 제공하는 것임. 국내에서 DNA 메틸화 바이오마커 발굴 및 암 조기진단 제품을 개발한 기업은 동사뿐이며, 국제적으로 2개사 정도의 경쟁기업이 있음.","대장암조기진단키트와 유전체분석서비스 모두 판매와 수주가 늘었으나, 2020년 3분기 누적 매출액은 6.7억원으로서 미미한 수준임. 매출액이 손익분기점에 도달하지 못해 영업이익과 당기순이익은 적자를 지속함. 인건비, 경상연구개발비, 광고선전비 등 판관비가 큰 폭으로 증가함. 동사의 대장암 조기진단기술은 전국 1,100여개 병의원에서 검사서비스가 진행되고 있음. 6월 대웅제약과의 공동 프로모션 계약을 통해 판매영역을 확장 중임."
